,file_name,pose,partial_view,object_blocking,person_blocking,multiple_objects,smaller,larger,brighter,darker,background,color,shape,texture,pattern,style,subcategory,list,person
12,ILSVRC2012_val_00041922.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0
13,ILSVRC2012_val_00025106.JPEG,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",0
14,ILSVRC2012_val_00007306.JPEG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",0
15,ILSVRC2012_val_00018867.JPEG,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"[False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False]",0
16,ILSVRC2012_val_00030117.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",0
17,ILSVRC2012_val_00003768.JPEG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True]",0
18,ILSVRC2012_val_00014415.JPEG,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[True, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False]",0
19,ILSVRC2012_val_00040913.JPEG,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"[False, False, False, False, False, False, False, False, False, True, True, False, True, False, False, False]",0
20,ILSVRC2012_val_00003808.JPEG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",0
21,ILSVRC2012_val_00030756.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0
22,ILSVRC2012_val_00030540.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0
23,ILSVRC2012_val_00010411.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",0
24,ILSVRC2012_val_00036975.JPEG,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,"[True, True, False, False, False, False, True, False, False, False, True, False, True, True, False, False]",0
25,ILSVRC2012_val_00021882.JPEG,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"[False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True]",0
26,ILSVRC2012_val_00017515.JPEG,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,"[True, False, False, False, True, True, False, False, False, False, True, False, True, False, False, False]",0
27,ILSVRC2012_val_00023283.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0
28,ILSVRC2012_val_00009634.JPEG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]",0
29,ILSVRC2012_val_00021683.JPEG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",0
0,ILSVRC2012_val_00001470.JPEG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True]",1
1,ILSVRC2012_val_00014415.JPEG,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"[False, True, False, False, True, False, False, True, False, False, False, False, False, False, False, False]",1
2,ILSVRC2012_val_00021882.JPEG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True]",1
3,ILSVRC2012_val_00023283.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
4,ILSVRC2012_val_00023750.JPEG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",1
5,ILSVRC2012_val_00018867.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",1
6,ILSVRC2012_val_00030756.JPEG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]",1
7,ILSVRC2012_val_00021683.JPEG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",1
8,ILSVRC2012_val_00015410.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
9,ILSVRC2012_val_00010411.JPEG,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False]",1
10,ILSVRC2012_val_00030117.JPEG,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, True, True, False, False, False, True, False, False, False, False, False, False]",1
11,ILSVRC2012_val_00041922.JPEG,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"[True, False, False, False, False, True, False, True, False, True, False, False, False, False, False, True]",1
12,ILSVRC2012_val_00036975.JPEG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",1
13,ILSVRC2012_val_00026219.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
14,ILSVRC2012_val_00025106.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",1
15,ILSVRC2012_val_00040676.JPEG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]",1
16,ILSVRC2012_val_00007306.JPEG,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"[False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False]",1
17,ILSVRC2012_val_00017515.JPEG,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False]",1
18,ILSVRC2012_val_00003768.JPEG,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"[False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, True]",1
19,ILSVRC2012_val_00049179.JPEG,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,"[False, False, False, False, False, False, True, True, False, False, False, True, True, False, False, False]",1
20,ILSVRC2012_val_00039246.JPEG,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,"[False, False, False, False, True, True, False, False, True, True, True, False, False, False, False, False]",1
21,ILSVRC2012_val_00015178.JPEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",1
22,ILSVRC2012_val_00009634.JPEG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]",1
23,ILSVRC2012_val_00046002.JPEG,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False]",1
24,ILSVRC2012_val_00003808.JPEG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]",1
25,ILSVRC2012_val_00040913.JPEG,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",1
26,ILSVRC2012_val_00049472.JPEG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"[False, True, False, False, False, False, True, False, False, False, False, False, False, False, True, False]",1
27,ILSVRC2012_val_00030263.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
28,ILSVRC2012_val_00030540.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
29,ILSVRC2012_val_00040002.JPEG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",1
0,ILSVRC2012_val_00001470.JPEG,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]",2
1,ILSVRC2012_val_00030540.JPEG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",2
2,ILSVRC2012_val_00025106.JPEG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",2
3,ILSVRC2012_val_00018867.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2
4,ILSVRC2012_val_00014415.JPEG,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"[True, True, False, True, False, False, False, False, False, True, False, False, False, False, False, False]",2
5,ILSVRC2012_val_00030263.JPEG,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",2
6,ILSVRC2012_val_00040676.JPEG,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",2
7,ILSVRC2012_val_00049472.JPEG,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"[False, True, False, False, False, False, False, False, False, False, True, False, True, False, False, False]",2
8,ILSVRC2012_val_00046002.JPEG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",2
9,ILSVRC2012_val_00015410.JPEG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",2
10,ILSVRC2012_val_00030117.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",2
11,ILSVRC2012_val_00036975.JPEG,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",2
12,ILSVRC2012_val_00015178.JPEG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"[False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False]",2
13,ILSVRC2012_val_00007306.JPEG,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"[False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False]",2
14,ILSVRC2012_val_00023750.JPEG,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]",2
15,ILSVRC2012_val_00039246.JPEG,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"[False, False, False, False, True, True, False, False, True, False, False, False, False, False, False, False]",2
16,ILSVRC2012_val_00017515.JPEG,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"[True, False, False, False, True, True, False, False, False, False, True, False, False, False, False, False]",2
17,ILSVRC2012_val_00021882.JPEG,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"[False, False, False, True, True, False, False, False, False, True, False, False, False, False, False, True]",2
18,ILSVRC2012_val_00010411.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",2
19,ILSVRC2012_val_00023283.JPEG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True]",2
20,ILSVRC2012_val_00003808.JPEG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",2
21,ILSVRC2012_val_00003768.JPEG,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",2
22,ILSVRC2012_val_00040002.JPEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2
23,ILSVRC2012_val_00049179.JPEG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"[False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, True]",2
24,ILSVRC2012_val_00026219.JPEG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]",2
25,ILSVRC2012_val_00030756.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2
26,ILSVRC2012_val_00041922.JPEG,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False]",2
27,ILSVRC2012_val_00040913.JPEG,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"[True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False]",2
28,ILSVRC2012_val_00021683.JPEG,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"[True, True, False, False, False, False, True, False, False, False, True, False, False, False, False, False]",2
29,ILSVRC2012_val_00009634.JPEG,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",2
0,ILSVRC2012_val_00001470.JPEG,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"[False, False, False, False, False, False, True, False, True, False, False, True, False, False, False, False]",3
1,ILSVRC2012_val_00030117.JPEG,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, True, True, False, False, False, True, False, False, False, False, False, False]",3
2,ILSVRC2012_val_00007306.JPEG,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"[False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False]",3
3,ILSVRC2012_val_00030756.JPEG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]",3
4,ILSVRC2012_val_00046002.JPEG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",3
5,ILSVRC2012_val_00023750.JPEG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"[True, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False]",3
6,ILSVRC2012_val_00021882.JPEG,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]",3
7,ILSVRC2012_val_00010411.JPEG,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False]",3
8,ILSVRC2012_val_00003808.JPEG,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]",3
9,ILSVRC2012_val_00030540.JPEG,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]",3
10,ILSVRC2012_val_00040676.JPEG,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,"[False, False, False, False, False, True, False, True, False, True, True, False, False, False, False, False]",3
11,ILSVRC2012_val_00036975.JPEG,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"[True, True, False, False, False, False, True, False, False, False, True, False, False, True, False, False]",3
12,ILSVRC2012_val_00015410.JPEG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",3
13,ILSVRC2012_val_00021683.JPEG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",3
14,ILSVRC2012_val_00030263.JPEG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",3
15,ILSVRC2012_val_00017515.JPEG,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"[True, False, False, False, True, True, False, False, False, False, True, False, False, False, False, False]",3
16,ILSVRC2012_val_00026219.JPEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",3
17,ILSVRC2012_val_00018867.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",3
18,ILSVRC2012_val_00025106.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",3
19,ILSVRC2012_val_00039246.JPEG,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,"[False, False, False, False, True, True, False, False, True, True, True, False, False, False, False, False]",3
20,ILSVRC2012_val_00023283.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",3
21,ILSVRC2012_val_00003768.JPEG,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,"[False, False, False, False, True, True, False, False, False, False, False, True, False, True, False, False]",3
22,ILSVRC2012_val_00041922.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",3
23,ILSVRC2012_val_00009634.JPEG,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",3
24,ILSVRC2012_val_00049472.JPEG,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",3
25,ILSVRC2012_val_00040913.JPEG,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"[True, False, False, False, False, True, False, False, False, False, True, True, False, False, False, False]",3
26,ILSVRC2012_val_00040002.JPEG,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"[False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, False]",3
27,ILSVRC2012_val_00015178.JPEG,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"[True, False, False, False, True, False, False, False, False, True, True, False, False, False, False, False]",3
28,ILSVRC2012_val_00014415.JPEG,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,"[True, True, False, False, True, True, False, False, False, True, False, True, False, False, False, False]",3
29,ILSVRC2012_val_00049179.JPEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",3
0,ILSVRC2012_val_00001470.JPEG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True]",4
1,ILSVRC2012_val_00030117.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",4
2,ILSVRC2012_val_00025106.JPEG,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"[False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False]",4
3,ILSVRC2012_val_00049179.JPEG,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, False]",4
4,ILSVRC2012_val_00003768.JPEG,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[False, False, False, False, False, True, False, False, False, False, False, True, False, True, False, False]",4
5,ILSVRC2012_val_00015178.JPEG,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,"[False, False, False, False, True, False, False, False, False, True, False, True, True, False, False, False]",4
6,ILSVRC2012_val_00021882.JPEG,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"[False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, True]",4
7,ILSVRC2012_val_00049472.JPEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
8,ILSVRC2012_val_00021683.JPEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
9,ILSVRC2012_val_00007306.JPEG,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False]",4
10,ILSVRC2012_val_00040002.JPEG,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[False, True, False, False, False, False, False, True, False, False, False, False, False, True, False, False]",4
11,ILSVRC2012_val_00009634.JPEG,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"[False, True, False, True, False, False, False, False, False, True, False, False, False, False, False, False]",4
12,ILSVRC2012_val_00039246.JPEG,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"[False, False, False, True, False, False, False, False, True, True, False, False, False, False, False, False]",4
13,ILSVRC2012_val_00030540.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
14,ILSVRC2012_val_00023283.JPEG,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False]",4
15,ILSVRC2012_val_00026219.JPEG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]",4
16,ILSVRC2012_val_00041922.JPEG,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False]",4
17,ILSVRC2012_val_00040913.JPEG,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"[False, True, False, False, False, True, False, False, False, False, False, False, False, True, False, False]",4
18,ILSVRC2012_val_00003808.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
19,ILSVRC2012_val_00014415.JPEG,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,"[False, True, True, True, True, False, False, False, False, True, True, True, False, False, True, True]",4
20,ILSVRC2012_val_00010411.JPEG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"[False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, True]",4
21,ILSVRC2012_val_00023750.JPEG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",4
22,ILSVRC2012_val_00018867.JPEG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]",4
23,ILSVRC2012_val_00036975.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]",4
24,ILSVRC2012_val_00017515.JPEG,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"[True, False, False, False, True, True, False, False, False, True, False, False, False, False, False, False]",4
25,ILSVRC2012_val_00015410.JPEG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"[False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False]",4
26,ILSVRC2012_val_00040676.JPEG,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"[False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, True]",4
27,ILSVRC2012_val_00030756.JPEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
28,ILSVRC2012_val_00030263.JPEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",4
29,ILSVRC2012_val_00046002.JPEG,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"[True, False, False, True, False, True, False, False, False, False, False, False, False, True, False, False]",4
0,ILSVRC2012_val_00001470.JPEG,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"[True, False, False, False, False, False, False, False, False, True, False, False, False, True, False, True]",5
1,ILSVRC2012_val_00040002.JPEG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[True, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]",5
